,pred,gt,path,Leven_distance
24986,i9,i19,74_test_00964.png,0.333
24987,は登収ネ気バ自,は登収ネ気パ白,72_train_00695.png,0.286
24988,幸,茎,72_train_00698.png,1.000
24989,組ベにtaル,組べにtaル,72_train_00699.png,0.167
24990,ロペお0ラ卒ベ,ロペお0ラ卒へ,72_train_00701.png,0.143
24991,13近,イ3近,72_train_00703.png,0.333
24992,ュ0b,u0b,72_train_00707.png,0.333
24993,空度9,空産9,72_train_00713.png,0.333
24994,がたや状ど,がたや状と,72_train_00721.png,0.200
24995,c衝をな0,u衝をな0,72_train_00724.png,0.200
24996,古u選ま場r処,古u基ま様r処,72_train_00725.png,0.286
24997,兵にん全年,兵にん生年,72_train_00726.png,0.200
24998,バ得感てでなの,機関感ててなの,72_train_00739.png,0.429
24999,えュ医ムー,同医彦,72_train_00740.png,0.800
25000,方場と年札,方掛と年礼,72_train_00744.png,0.400
25001,ェトゼ優ま1盟,秋ー母優まI題,72_train_00748.png,0.714
25002,なむス雄,なむス施,72_train_00758.png,0.250
25003,の予枚をへ,フそ測弟ん,72_train_00759.png,1.000
25004,さ命っ在ゅ起,さ領ビ在ゅ趣,72_train_00779.png,0.500
25005,公解5ーな西実,作解5ーな西実,72_train_00780.png,0.143
25006,しいをきズン動ガ,しをきズン動ガ,72_train_00786.png,0.125
25007,リシロ百あ普,アレロ百あ替,72_train_00792.png,0.500
25008,時っ1をれ,臨っ1をれ,72_train_00798.png,0.200
25009,数ン世が意,数国特世が意,72_train_00811.png,0.333
25010,同さ田ト,同さ1田ト,72_train_00812.png,0.200
25011,084T9,063T9,72_train_00813.png,0.400
25012,ス7の光0か,ズ7の光Dが,72_train_00818.png,0.500
25013,がバさー,がパさー,72_train_00832.png,0.250
25014,親F,サF,72_train_00838.png,0.500
25015,島内慮2一1,島内慮2ー1,72_train_00845.png,0.167
25016,川ンると,川シると,72_train_00847.png,0.250
25017,rラ名もき,8曲リ名もに,72_train_00855.png,0.667
25018,師ーる1でプか,簡一る1でプか,72_train_00857.png,0.286
25019,ダはにいぜ,ダはにいせ,72_train_00858.png,0.200
25020,も計後販,も計6来販,72_train_00862.png,0.400
25021,多日F,多ロ女F,72_train_00869.png,0.500
25022,歌の月ェ化,激の月ェレ,72_train_00875.png,0.400
25023,入南まの,入声まの,72_train_00878.png,0.250
25024,取イ,取ィ,72_train_00879.png,0.500
25025,すよ,域よ,72_train_00881.png,0.500
25026,と付,しお,72_train_00883.png,1.000
25027,さ出人0ネ,さ山人0ネ,72_train_00884.png,0.200
25028,ヘ本のン,ヘ本のツ,72_train_00887.png,0.250
25029,がタン成,ルでン改,72_train_00888.png,0.750
25030,nりで空トーる,pりで空トーオ,72_train_00893.png,0.286
25031,てャあれ,でャあれ,72_train_00898.png,0.250
25032,乱ス原録を,影水請外を,72_train_00909.png,0.800
25033,はにのい多,はにとのい多,72_train_00912.png,0.167
25034,番2な大な8,益2な大な8,72_train_00936.png,0.167
25035,1そ,や総,72_train_00943.png,1.000
25036,ウaら,者9ス,72_train_00945.png,1.000
25037,イ聞ル,ー間秒,72_train_00953.png,1.000
25038,場がバキ心な,場がバギ心な,72_train_00961.png,0.167
25039,るIもて,も注日で,72_train_00964.png,1.000
25040,5ドあい,5一トあい,72_train_00969.png,0.400
25041,材うな域れa,材る女域れd,72_train_00975.png,0.500
25042,壊務5すが2が,壊務5すか2が,72_train_00979.png,0.143
25043,あを部こス,あーを部こス,72_train_00982.png,0.167
25044,Rt数富イ,Rt数富ロイ,72_train_00985.png,0.167
25045,や刺,や利,72_train_01000.png,0.500
25046,放リ支売,旅り支t売,72_train_01003.png,0.600
25047,の任とた,の勝とた,72_train_01004.png,0.250
25048,1場面デてン,1褐面デてン,72_train_01008.png,0.167
25049,る路ー日野ン,る烙ー旧興ッ,72_train_01010.png,0.667
25050,著げキン近チ博,著げキン江チ博,72_train_01012.png,0.143
25051,年て単0多い唯,年て戦0多い唯,72_train_01021.png,0.143
25052,相2し学雇競,相2し学歴設,72_train_01025.png,0.333
25053,M会テ,M会号,72_train_01027.png,0.333
25054,る事クーに受,る事ケーに受,72_train_01029.png,0.167
25055,ェ手,エ手,72_train_01031.png,0.500
25056,Mよへのう道,辺よへのう道,72_train_01042.png,0.167
25057,わリ就のンた,わソれのンた,72_train_01045.png,0.333
25058,月A,月ム,72_train_01048.png,0.500
25059,べしとにたイし,ベしとにたイし,72_train_01060.png,0.143
25060,Sダ,阿タ,72_train_01061.png,1.000
25061,さたト人よ重フ,さ後L入来係岸,72_train_01071.png,0.857
25062,f立務たも場ガ,t立務たも場ガ,72_train_01075.png,0.143
25063,日の田3オよ東,日6演8オよ東,72_train_01076.png,0.429
25064,女1グ初居ニ,女1グ初居二,72_train_01079.png,0.167
25065,治H,般最,72_train_01083.png,1.000
25066,上を引百ス,上を引前ス,72_train_01113.png,0.200
25067,にル場年C,にル場年G,72_train_01115.png,0.200
25068,rIF3S,c18,72_train_01116.png,1.000
25069,し化原版全n界,し化原版会n界,72_train_01120.png,0.143
25070,ドる日戦にD,ドる日戦に御,72_train_01123.png,0.167
25071,る0で閉で,ミ0で閉で,72_train_01124.png,0.200
25072,ッの製Oル,ッの製0lル,72_train_01129.png,0.333
25073,上1がら,Mがら,72_train_01130.png,0.500
25074,V磨友題,V臍友題,72_train_01137.png,0.250
25075,戦会山トC8,戦会術トの,72_train_01143.png,0.500
25076,のもにえビ,のもにをピ,72_train_01150.png,0.400
25077,806w,806lW,72_train_01151.png,0.400
25078,とー園のCー,どー回のにマ,72_train_01152.png,0.667
25079,るれ品クに重地,るれ品クに重炮,72_train_01165.png,0.143
25080,9てこー,いイこー,72_train_01168.png,0.500
25081,ト朝て,メ競位,72_train_01172.png,1.000
25082,9五年1,劇在年1,72_train_01179.png,0.500
25083,録飛タ,露千メ,72_train_01180.png,1.000
25084,月リ輪エプ線,月1航シジ線,72_train_01189.png,0.667
25085,ニ機の終,立喫の徐,72_train_01190.png,0.750
25086,領のた押をすな,領のた翔をすな,72_train_01193.png,0.143
25087,邦ー甚バを,邦ーモパ推,72_train_01200.png,0.600
25088,が6のはキにッ,が年のはキにッ,72_train_01206.png,0.143
25089,ー青要庫,ー背変原,72_train_01213.png,0.750
25090,どっN初,とっ幾d後,72_train_01221.png,0.800
25091,宣正i想中シA,宣正i想中ジA,72_train_01230.png,0.143
25092,T94M2,194M2,72_train_01234.png,0.200
25093,イキたt,イ主たt,72_train_01237.png,0.250
25094,定議ー度,定議一度,72_train_01240.png,0.250
25095,都た所のら,犠で阪のら,72_train_01244.png,0.600
25096,し来る,y系さ,72_train_01252.png,1.000
25097,ーウ1録,ーク人製,72_train_01259.png,0.750
25098,のD計バンイ,のD計パンイ,72_train_01262.png,0.167
25099,エニ,エ二,72_train_01263.png,0.500
25100,ク運プるウ,グ運スるウ,72_train_01265.png,0.400
25101,編顧ト照ても,編職ト照ても,72_train_01266.png,0.167
25102,攻レる現レ,及レ姿現じ,72_train_01267.png,0.600
25103,l知ともージ日,1知ともージ日,72_train_01268.png,0.143
25104,0日2D和局ー,0日zD和局ー,72_train_01273.png,0.143
25105,5学患シ価経氏,5学恵シ価経氏,72_train_01275.png,0.143
25106,デを,テを,72_train_01289.png,0.500
25107,にtコ,iL1,72_train_01295.png,1.000
25108,招平イ科シ2H,招平イ利シ2H,72_train_01297.png,0.143
25109,団モ月そ項リァ,団モ月そ現サァ,72_train_01298.png,0.286
25110,受能部kじてり,そル部たナたい,72_train_01300.png,0.857
25111,務i政総い,務l政総い,72_train_01303.png,0.200
25112,トカ,く3カ,72_train_01308.png,0.667
25113,むにマン朝に,ゼに行ン朝に,72_train_01314.png,0.333
25114,ドた員の,導た員の,72_train_01325.png,0.250
25115,つ1用ぞととー,つ1用どととー,72_train_01330.png,0.143
25116,ー2いガ年現と,ー3いガ年現と,72_train_01331.png,0.143
25117,民でー主,民でァー活,72_train_01332.png,0.400
25118,学改名部ズ頭,学成空係対頭,72_train_01333.png,0.667
25119,きざなs賀ン,きざおs賀ン,72_train_01335.png,0.167
25120,しよ営経ただス,しよ営経たたス,72_train_01336.png,0.143
25121,受止ア市商る,受止ア的商る,72_train_01338.png,0.167
25122,リ没の時没実,り没の物淡楽,72_train_01340.png,0.667
25123,京か,京ーか,72_train_01349.png,0.333
25124,3うな,Sうな,72_train_01357.png,0.333
25125,しにこと,しロてチ,72_train_01361.png,0.750
25126,球藤上れ的F精,移離セ川h精,72_train_01362.png,0.857
25127,客ダ,容ズ,72_train_01369.png,1.000
25128,Lに道0S,1に道05,72_train_01370.png,0.400
25129,意磁,第残,72_train_01371.png,1.000
25130,n三送ビ0っ,ハ三減ビ0ウ,72_train_01380.png,0.500
25131,9日,9旧,72_train_01381.png,0.500
25132,県わる,貸終こ,72_train_01390.png,1.000
25133,9I梅る工幹1,91梅る工幹1,72_train_01395.png,0.143
25134,ー考強と,一考強と,72_train_01399.png,0.250
25135,説に防す消3,謗に防す消3,72_train_01404.png,0.167
25136,時ア年2ーた,時ア年7ーた,72_train_01412.png,0.167
25137,大年ルるc,大年ーリるc,72_train_01415.png,0.333
25138,あコイた妻,治ロlイた公長,72_train_01416.png,0.714
25139,あl吉時,あに苫時,72_train_01418.png,0.500
25140,こやヘでンのに,こやへでンのに,72_train_01420.png,0.143
25141,がwかあ年たー,がい左あ年が一,72_train_01423.png,0.571
25142,執総かこは,1執総かこは,72_train_01426.png,0.167
25143,サ0得8で,サo得8で,72_train_01435.png,0.200
25144,さ高2,ミ嵩2,72_train_01439.png,0.667
25145,録ッ賛し5個,録ッ砦し5因,72_train_01445.png,0.333
25146,田な録れ圧ゲ,田なr示れ産ゲ,72_train_01446.png,0.429
25147,長る記衆,長る児衆,72_train_01448.png,0.250
25148,農学数ン,助学数ン,72_train_01458.png,0.250
25149,てたシク,てかン2,72_train_01460.png,0.750
25150,っ間と平6にバ,っ間と平6にパ,72_train_01465.png,0.143
25151,スは仙ー行方,スは竹ー作方,72_train_01469.png,0.333
25152,たッの,た1の,72_train_01472.png,0.333
25153,ジタ期刃幣て,ジタ期対幣て,72_train_01476.png,0.167
25154,るセガ師行野る,るせが範行ザる,72_train_01483.png,0.571
25155,雅難ムP作廷し,雅壁ムF作廷し,72_train_01488.png,0.286
25156,分係廠こにーフ,分係廠コにーフ,72_train_01490.png,0.143
25157,党I,党l,72_train_01492.png,0.500
25158,まーKに島ト,まー巡に最5,72_train_01495.png,0.500
25159,当れ,全れ,72_train_01502.png,0.500
25160,をあて設島,をあ鉄人,72_train_01504.png,0.600
25161,受て年業を5V,投て1作をろ特,72_train_01506.png,0.714
25162,本パをッ,本パをy,72_train_01511.png,0.250
25163,る石と,話2,72_train_01514.png,1.000
25164,る決は9に万ー,る脱は9に万一,72_train_01517.png,0.286
25165,とイるン,とィsン,72_train_01524.png,0.500
25166,るウ,るユ,72_train_01525.png,0.500
25167,マネね星ル,マてわ星トル,72_train_01527.png,0.500
25168,うて藤,うて装,72_train_01528.png,0.333
25169,をと,帯さ基,72_train_01533.png,1.000
25170,地ダ情とン提f,地ダ情とン提イ,72_train_01534.png,0.143
25171,ジズ6,ンス6,72_train_01542.png,0.667
25172,港にのなレ富Z,港にのなレ宮Z,72_train_01543.png,0.143
25173,学レ金,序ン金,72_train_01546.png,0.667
25174,二で部ン域に,習気おッや画影,72_train_01558.png,1.000
25175,世S開学の,標あ顔明6田,72_train_01572.png,1.000
25176,ネ本問ののイ,ネ本問の1か8,72_train_01575.png,0.429
25177,合つ0る,合つ0ん,72_train_01586.png,0.250
25178,態語ボジー荷,態語ボにジー荷,72_train_01587.png,0.143
25179,rれ6,l予,72_train_01592.png,1.000
25180,参葉sは長高4,多薬sは長高4,72_train_01597.png,0.286
25181,6月のさfれ,1号のさVれ,72_train_01600.png,0.500
25182,陸陸,睦陸,72_train_01601.png,0.500
25183,でみス,でみュ,72_train_01613.png,0.333
25184,ーンな0社フ,一ンな0社フ,72_train_01619.png,0.167
25185,のウカに,のiウカに,72_train_01630.png,0.200
25186,宇mのの断バ,宇mのの断パ,72_train_01631.png,0.167
25187,変しO,遂し津ロ,72_train_01645.png,0.750
25188,Zニ0,zニ0,72_train_01647.png,0.333
25189,ーコかを,一コかを,72_train_01666.png,0.250
25190,れいフとッ,れいフどッ,72_train_01668.png,0.200
25191,薬,募,72_train_01673.png,1.000
25192,5C1huuo,5C1luuo,72_train_01681.png,0.143
25193,カョほ離急,力ョほ灘急,72_train_01685.png,0.400
25194,力ー,カー,72_train_01689.png,0.500
25195,プをのせ敗プ,ビ年のせ敗プ,72_train_01694.png,0.333
25196,の急月盗,の急月査,72_train_01696.png,0.250
25197,か会日Qそク,が会日順そク,72_train_01700.png,0.333
25198,統るレiソ,めと証義ソ,72_train_01704.png,0.800
25199,Wでるたソ,Wむるたソ,72_train_01705.png,0.200
25200,し手口軍な員,Cき別辿た度,72_train_01706.png,1.000
25201,んき近ー公,んさ近ー公,72_train_01709.png,0.200
25202,て税年隣だと超,だ胤呼店どと始,72_train_01712.png,0.857
25203,3暮しと,雷高むs,72_train_01723.png,1.000
25204,3っよ,3ゅよ,72_train_01728.png,0.333
25205,iエ里の,IIエ里の,72_train_01733.png,0.400
25206,ルき娘が系,味き娘が系,72_train_01735.png,0.200
25207,ど統ご露が,と統ご露が,72_train_01737.png,0.200
25208,車り録ロ,真り録ロ,72_train_01745.png,0.250
25209,典バ上しいピ,典バ上しいと,72_train_01747.png,0.167
25210,るrニ,るよー,72_train_01756.png,0.667
25211,ン電し物の抱口,ン電し物の抱国,72_train_01758.png,0.143
25212,後は空戦活称塔,後は窒戦活称塔,72_train_01768.png,0.143
25213,よ試軍,よ叡事,72_train_01779.png,0.667
25214,をにるこわ堅,をにるこわ墜,72_train_01784.png,0.167
25215,はン氏aし,はシ氏aし,72_train_01786.png,0.200
25216,ん国,M1P,72_train_01787.png,1.000
25217,間く初,間ぐ初,72_train_01791.png,0.333
25218,151nB29,151n829,72_train_01801.png,0.143
25219,に後三らの属毎,に後三らの顧起,72_train_01805.png,0.286
25220,山馬,由構,72_train_01807.png,1.000
25221,しンー,Iンー,72_train_01812.png,0.333
25222,に時を年世る,れー時を暉世る,72_train_01815.png,0.429
25223,0に士1Iた2,0に士1た2,72_train_01817.png,0.143
25224,年ョク般カが作,年ョク般動o作,72_train_01821.png,0.286
25225,W次ては,6ス次aては,72_train_01826.png,0.500
25226,おガ半,おカ半,72_train_01827.png,0.333
25227,る制を演ハド,る制を演が,72_train_01834.png,0.333
25228,ー調銀,ー順金,72_train_01835.png,0.667
25229,画165ワテ,画1G5ワテ,72_train_01840.png,0.167
25230,い学ャ率,い学マ率,72_train_01841.png,0.250
25231,ォう代亡実め名,オう代亡実め名,72_train_01849.png,0.143
25232,浦に建気記道カ,浦に建気記達カ,72_train_01851.png,0.143
25233,外7ので,外7のさ,72_train_01858.png,0.250
25234,を5番で,を5審2nm,72_train_01864.png,0.667
25235,部清れ改2,部清れ改度フ,72_train_01874.png,0.333
25236,後をどzを,後をどにを,72_train_01879.png,0.200
25237,ア手こo題ど,ア等こo題ど,72_train_01886.png,0.167
25238,略O本無,略で本年,72_train_01891.png,0.500
25239,ル劇活貸分いし,ル劇活貸汾いし,72_train_01892.png,0.143
25240,先,慣,72_train_01896.png,1.000
25241,る居ほ0,本屋はイ0,72_train_01899.png,0.800
25242,と感ジにまミV,と描ジにまに1,72_train_01910.png,0.429
25243,明りののて月線,田りののて祠線,72_train_01924.png,0.286
25244,呼存グ,願存グ,72_train_01934.png,0.333
25245,は染ブ,は染プ,72_train_01938.png,0.333
25246,浜たっシS地,浜たっS地,72_train_01947.png,0.167
25247,交たィブれう1,次たィブれっ1,72_train_01954.png,0.286
25248,息は類,宿はに類,72_train_01957.png,0.500
25249,pt0,p0,75_train_07253.png,0.333
25250,通書た職ンく,通善た職ンく,72_train_01968.png,0.167
25251,車ュ息は,巣ル惠ば,72_train_01973.png,1.000
25252,れ名たり盟,n沼たり盟,72_train_01981.png,0.400
25253,め護抜現高サ5,め護抜現稿サ5,72_train_01983.png,0.143
25254,っこ時年,っさ聴年,72_train_01986.png,0.500
25255,トる出傑かスは,ドろ出侯かスは,72_train_01988.png,0.429
25256,g9D,gdD,72_train_01992.png,0.333
25257,そ戦い戦あ可ト,そ戦い戦あ何ト,72_train_01994.png,0.143
25258,らラララいラ,ー平本の中,72_train_02007.png,1.000
25259,頃A各用世らま,頃純各用世ちま,72_train_02008.png,0.286
25260,るー松敵東市,るー松徴東市,72_train_02011.png,0.167
25261,は日てmーれッ,は日で企たれッ,72_train_02014.png,0.429
25262,かブ後高や,かプ後高や,72_train_02020.png,0.200
25263,ま修0,輸意0,72_train_02029.png,0.667
25264,1u8Y,1ibY,72_train_02030.png,0.500
25265,活ンはな事ガ,活ンはな事力,72_train_02039.png,0.167
25266,しをの少鶏まの,しをの少簿まの,72_train_02041.png,0.143
25267,いて類イ発,いて繊イ騒,72_train_02045.png,0.400
25268,服郡にる3小,版郡にる3小,72_train_02047.png,0.167
25269,し理,しンタ,72_train_02051.png,0.667
25270,き同るー般布,を2はーヨ試京,72_train_02055.png,0.857
25271,月達た国嘉活,月違た塁亮活,72_train_02065.png,0.500
25272,彫軌ウを,形転ウを,72_train_02074.png,0.500
25273,ァ的発日,ア的発日,72_train_02076.png,0.250
25274,がつ9た,がつ開少,72_train_02077.png,0.500
25275,連ぶ言1岡薬,連ぶ言岡ー卒,72_train_02081.png,0.500
25276,用称路プ東め,用称賂プ東め,72_train_02092.png,0.167
25277,れル大,ィてル大,72_train_02093.png,0.500
25278,さーリきの,ざーリ建の,72_train_02095.png,0.400
25279,代るまんとデド,代るまんとP,72_train_02098.png,0.286
25280,度カ田が,度力田が,72_train_02099.png,0.250
25281,かンの知月と個は,かンのの年価に,72_train_02100.png,0.625
25282,旧るプCる都,果子プ参を,72_train_02101.png,0.833
25283,をの1多,をのやー,72_train_02102.png,0.500
25284,使ュれドガ機,使ュれド力レ機,72_train_02103.png,0.286
25285,ビl,ビI,72_train_02104.png,0.500
25286,異加,よ加,72_train_02116.png,0.500
25287,て売枚先経,つ党枚発径,72_train_02131.png,0.800
25288,ヘに区奏一が,へに区奏ーが,72_train_02134.png,0.333
25289,訴っが信任が,請っが信任が,72_train_02145.png,0.167
25290,帰チた士nた,雇チた土nた,72_train_02147.png,0.333
25291,ぼ,ぽ,76_train_04722.png,1.000
25292,をたりン,をたりジ,72_train_02151.png,0.250
25293,年リにしーと,年リにしー記ら,72_train_02152.png,0.286
25294,は生る売て,は生ュる売て,72_train_02155.png,0.167
25295,画宋にス類仙合,画来にス類仙合,72_train_02156.png,0.143
25296,2s23aB9,2s23s89,72_train_02166.png,0.286
25297,会本レ,ム本レ,72_train_02171.png,0.333
25298,代ルりはリ区ゼ,はに独り区せ,72_train_02173.png,0.857
25299,優社,復社,72_train_02180.png,0.500
25300,んルナ艦る月る,ルンで島る月る,72_train_02193.png,0.571
25301,復0デにt,復0デにr,72_train_02195.png,0.200
25302,使ロ部公名,使ロ部公8,72_train_02199.png,0.200
25303,のーすい,の一すい,72_train_02203.png,0.250
25304,た家ル,た家の,72_train_02214.png,0.333
25305,タテは,夕テは,72_train_02216.png,0.333
25306,王じの銀中っあ,玉しの銀中っあ,72_train_02219.png,0.286
25307,ズDはっル,ズ1Dはル,72_train_02230.png,0.400
25308,かアォ,かメォ,72_train_02233.png,0.333
25309,日わーラでは,ロわーラでは,72_train_02235.png,0.167
25310,21とス他0台る,れとス他0合る,72_train_02245.png,0.375
25311,いに名定り一れ,いに名定りーれ,72_train_02258.png,0.143
25312,よ野1ッらて,よ野tハらて,72_train_02259.png,0.333
25313,学ッン口リかチ,学ッンロリかチ,72_train_02264.png,0.143
25314,重0ににnに,重Oににnに,72_train_02274.png,0.167
25315,ー試ーて,ー試ーきて,72_train_02275.png,0.200
25316,示月1,示川,72_train_02301.png,0.667
25317,わシ隠ハで,わシ隔ハで,72_train_02306.png,0.200
25318,りたででて,りたさで,72_train_02314.png,0.400
25319,祖の,御の,72_train_02316.png,0.500
25320,m平田向あよを,m平白向あ山を,72_train_02319.png,0.286
25321,くこもI,くも1,72_train_02324.png,0.500
25322,の易二,の幕エ,72_train_02325.png,0.667
25323,t編つルじ年,t通つルじ年,72_train_02328.png,0.167
25324,い屋敗砂にlド,い屋敗砂にレド,72_train_02334.png,0.143
25325,賀獲ー業時担,賀獲一業時担,72_train_02338.png,0.167
25326,打熱O,打熟O,72_train_02346.png,0.333
25327,アル,アール,72_train_02349.png,0.333
25328,0プHな本が日,のにれな本で元,72_train_02355.png,0.714
25329,ンン職,ン職,72_train_02357.png,0.333
25330,I8n890,i8n890,72_train_02359.png,0.167
25331,鉄会5は南I道,養会らは南1造,72_train_02361.png,0.571
25332,リ2メに,リ2ノに,72_train_02362.png,0.250
25333,プは満塞ら,フは満奏ら,72_train_02363.png,0.400
25334,職を任一敗てン,職を任い駅てメ,72_train_02365.png,0.429
25335,3y451,3j1I1,72_train_02378.png,0.600
25336,成し都i,問たしン捕る5,72_train_02385.png,0.857
25337,下とで,下っとで,72_train_02386.png,0.250
25338,業にl察ダ,業にl寮ダ,72_train_02393.png,0.200
25339,目神にっ,目ロッ,72_train_02415.png,0.750
25340,のとをれ,く賞8務,72_train_02418.png,1.000
25341,ッ国て,ノ国て,72_train_02426.png,0.333
25342,sOにるー参ダ,sOにるー参グ,72_train_02427.png,0.143
25343,当T,らT,72_train_02431.png,0.500
25344,しッョ形ーで6,っン当ツ船で6,72_train_02432.png,0.714
25345,均か4配ロ,均か4配口,72_train_02439.png,0.200
25346,文岩,女岩,72_train_02442.png,0.500
25347,アnばン5ウえ,アェはン5ウえ,72_train_02443.png,0.286
25348,s地Tーー,s地Jー,72_train_02453.png,0.400
25349,年v務,年v指,72_train_02456.png,0.333
25350,9書プに度力,9書プに度カ,72_train_02457.png,0.167
25351,移附C市0,移u附C市0,72_train_02460.png,0.167
25352,t1r1YA,tLr11YA,72_train_02469.png,0.286
25353,な具交師うリ国,な見種部うリ直,72_train_02471.png,0.571
25354,た指決わン,た指人兵の,72_train_02473.png,0.600
25355,治をな血手,い朝ン的加,72_train_02480.png,1.000
25356,ボ学ス人連対で,ポ年ス人進対で,72_train_02485.png,0.429
25357,日ウなれ,コウなれ,72_train_02488.png,0.250
25358,オでどマ優いな,メにどマ様いな,72_train_02492.png,0.429
25359,総る国ーォけた,の8成ー手サた,72_train_02502.png,0.714
25360,環状実あらな,損状実あらな,72_train_02508.png,0.167
25361,収アをオ表プ,収アをオ表ア,72_train_02509.png,0.167
25362,らずのトの辺,らずりのトの辺,72_train_02512.png,0.143
25363,が低すレ保h,が低すレ1新R,72_train_02513.png,0.429
25364,会属子tま決c,会風子tま決c,72_train_02514.png,0.143
25365,家よのと,家4のと,72_train_02516.png,0.250
25366,的ー,的定,72_train_02519.png,0.500
25367,さ京治,き京治,72_train_02524.png,0.333
25368,てのの養,がめの義,72_train_02525.png,0.750
25369,題いト,間いト,72_train_02527.png,0.333
25370,かーに1勤そt,かーに7動そt,72_train_02529.png,0.286
25371,し鹿品11番寝,し州品科番腐,72_train_02531.png,0.571
25372,1と連た単はれ,1と達た河南れ,72_train_02534.png,0.429
25373,行ア一すケ,行ーでゲ,72_train_02536.png,0.800
25374,で場なのり原,る海哉称0置,72_train_02539.png,1.000
25375,り回典i化,ら国免い化,72_train_02544.png,0.800
25376,都し民テ大バ,加し試テ大パ,72_train_02553.png,0.500
25377,て方史時結,で方史時結,72_train_02561.png,0.200
25378,言もーめ械軍の,言もーめ核軍の,72_train_02570.png,0.143
25379,のに事,の事n都,72_train_02575.png,0.750
25380,でーン,現ーーン,72_train_02581.png,0.500
25381,でだカ並,でだ力並,72_train_02587.png,0.250
25382,すらいをのッ,オらいをのッ,72_train_02605.png,0.167
25383,l,じリ,72_train_02612.png,1.000
25384,い生0いビ,い生0いい,72_train_02613.png,0.200
25385,ガと誰イ5年,カと誰イ5年,72_train_02619.png,0.167
25386,のすをー一シ,のすをーーシ,72_train_02620.png,0.167
25387,花しし若た蒸郡,花しし吉た索凱,72_train_02626.png,0.429
25388,紀たム州,紀たム州l,72_train_02628.png,0.200
25389,崎とう,崎とい,72_train_02629.png,0.333
25390,度梨鞘そ,度梨窮そ,72_train_02633.png,0.250
25391,7基姫7名で,7基姫7がで,72_train_02636.png,0.167
25392,敵同さる要ン人,撤同さる要ン人,72_train_02654.png,0.143
25393,トー,8のー,72_train_02656.png,0.667
25394,れメ長行備会ん,れメ長行備金ん,72_train_02661.png,0.143
25395,ピ去ル業人リ,施無ル薬ハ付,72_train_02665.png,0.833
25396,ヨ学在もレも0,ヨ字在もレも0,72_train_02667.png,0.143
25397,1子dレシh,バ子通ンシト,72_train_02671.png,0.667
25398,も取にがL正,もニ取にがL正,72_train_02673.png,0.143
25399,属す全ラがジ,属す全ラがゾ,72_train_02678.png,0.167
25400,ば5バル,ば5パル,72_train_02681.png,0.250
25401,3運に0を0,3運にOを0,72_train_02684.png,0.167
25402,改発相機でせコ,政発相機てせコ,72_train_02691.png,0.286
25403,ダたっ郎ナ用,ダたっ郎ナ周,72_train_02698.png,0.167
25404,97サ始機に卒,97ナ始機に卒,72_train_02700.png,0.143
25405,487C2fM,487C2tM,72_train_02701.png,0.143
25406,るいが索,るいがを,72_train_02702.png,0.250
25407,段ち0な0,ロちりな6,72_train_02703.png,0.600
25408,たとア様,ト産本株,72_train_02705.png,1.000
25409,取作る約千本し,取作る約年本し,72_train_02714.png,0.143
25410,は期て週触2ペ,は期て過触2ペ,72_train_02723.png,0.143
25411,うはに造,ラはに1,72_train_02724.png,0.500
25412,m的ロー,ー的ロー,72_train_02726.png,0.250
25413,新リ,新川,72_train_02729.png,0.500
25414,アを,3121,72_train_02730.png,1.000
25415,i6AlX31,r8A1X21,72_train_02731.png,0.571
25416,に大,v大,72_train_02732.png,0.500
25417,のーのォと会か,るーのォと合か,72_train_02738.png,0.286
25418,ス4に学たアの,ス4き学た特0,72_train_02740.png,0.429
25419,上れ事2のス,上れ承2のス,72_train_02741.png,0.167
25420,ルを通最ス一の,ルモ油号ズーの,72_train_02745.png,0.714
25421,球ャ受鉄るス保,詠ャ受鉄るス保,72_train_02748.png,0.143
25422,適ン前イ4所製,造ン前イ4所製,72_train_02751.png,0.143
25423,たィ優台,た者僚信,72_train_02768.png,0.750
25424,フた涯とのに,ブた涯とのに,72_train_02770.png,0.167
25425,ネさる一女纂,ネさるー女纂,72_train_02774.png,0.167
25426,てら4バマのの,てら4パマのの,72_train_02778.png,0.143
25427,物ル就テー,妙ンは堅ー,72_train_02783.png,0.800
25428,会のー,笑0ー,72_train_02784.png,0.667
25429,る逆テ公官,る逆デ公官,72_train_02787.png,0.200
25430,ピラ,こラ,76_train_07056.png,0.500
25431,2をグんか,日度ウスがが,72_train_02796.png,1.000
25432,う島マの年ア,樹に局代不日と,72_train_02800.png,1.000
25433,性様後かサりて,性候後かサりて,72_train_02804.png,0.143
25434,iy,Ty,72_train_02806.png,0.500
25435,スウ運決す,スウ出に年,72_train_02809.png,0.600
25436,0269r2,0269rP,72_train_02811.png,0.167
25437,配蔵ス特,配間部ス特,72_train_02818.png,0.400
25438,On0,Ond,72_train_02827.png,0.333
25439,屋次り家3して,陸次ウ家3して,72_train_02838.png,0.286
25440,水1育し数,鰯1育し数,72_train_02845.png,0.200
25441,i上レ県らn,i上レ県ら1n,72_train_02847.png,0.143
25442,ン生度がささ見,ウ生失9さが見,72_train_02851.png,0.571
25443,うれスあ定ツo,うれスあ定ソ0,72_train_02861.png,0.286
25444,学巻9はフ7ト,学巻9は上7ト,72_train_02862.png,0.143
25445,M1Ok6,M1Olk6,72_train_02864.png,0.167
25446,のンに場のにも,ののに線のにも,72_train_02865.png,0.286
